Collection Month Name,Collection Year,Collection Month Number,IMP code,IMP name,DMU Code,DMU Name,Invoice Country Code,Invoice Account Number,Invoice Account Name,Origin Country Code,Destination Country Code,Division Code,Product Code,Product Family Description,Invoice Account City,Invoice Account State,Product Description,Total Net Charge Euro,Real Weight Kg,Payweight Kg,Pieces,Consignments
November,2017,11,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 17,DE-Acct Nr. 17,DE,FI,International,15N,Express,DUISBURG,,EXPRESS (NON DOCS),13.01,0.5,0.835,1,1
November,2017,11,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 17,DE-Acct Nr. 17,DE,MT,International,48N,Economy Express,DUISBURG,,ECONOMY EXPRESS (NON DOCS),54.63,0.89,3.507,3,3
November,2017,11,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 18,DE-Acct Nr. 18,DE,DE,Domestic,15N,Express,Hamminkeln,,EXPRESS (NON DOCS),2841.45,5067.95,7103,419,188
November,2017,11,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 18,DE-Acct Nr. 18,FR,DE,International,48N,Economy Express,Hamminkeln,,ECONOMY EXPRESS (NON DOCS),270.72,39.35,246.659,6,3
November,2017,11,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 19,DE-Acct Nr. 19,DE,AT,International,12N,Express,DUESSELDORF,,12:00 EXPRESS (NON DOCS),356.69,135,135,2,1
November,2017,11,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 19,DE-Acct Nr. 19,DE,DE,Domestic,08N,Express,DUESSELDORF,,8:00 EXPRESS (NON DOCS),541.42,583.04,681,65,22
November,2017,11,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 19,DE-Acct Nr. 19,DE,DE,Domestic,09N,Express,DUESSELDORF,,9:00 EXPRESS (NON DOCS),1248.07,1776.01,2039,200,63
November,2017,11,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 19,DE-Acct Nr. 19,DE,DE,Domestic,10N,Express,DUESSELDORF,,10:00 EXPRESS (NON DOCS),770.3,1647.34,1761,67,20
November,2017,11,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 19,DE-Acct Nr. 19,DE,DE,Domestic,12N,Express,DUESSELDORF,,12:00 EXPRESS (NON DOCS),19186.75,50981.856,54045,3008,681
November,2017,11,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 19,DE-Acct Nr. 19,DE,DE,Domestic,15N,Express,DUESSELDORF,,EXPRESS (NON DOCS),20665.33,51449.008,57715,3079,684
November,2017,11,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 19,DE-Acct Nr. 19,DE,FR,International,12N,Express,DUESSELDORF,,12:00 EXPRESS (NON DOCS),81.67,8,13.026,1,1
November,2017,11,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 19,DE-Acct Nr. 19,DE,GB,International,12N,Express,DUESSELDORF,,12:00 EXPRESS (NON DOCS),104.6,20,20,1,1
November,2017,11,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 20,DE-Acct Nr. 20,GB,DE,International,48N,Economy Express,DUISBURG,,ECONOMY EXPRESS (NON DOCS),95.88,45,49.766,1,1
November,2017,11,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 64,DE-Acct Nr. 64,DE,DE,Domestic,08N,Express,DUISBURG,,8:00 EXPRESS (NON DOCS),60.46,15.1,31,3,3
November,2017,11,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 64,DE-Acct Nr. 64,DE,DE,Domestic,09N,Express,DUISBURG,,9:00 EXPRESS (NON DOCS),302.04,80.38,181,22,21
November,2017,11,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 64,DE-Acct Nr. 64,DE,DE,Domestic,10N,Express,DUISBURG,,10:00 EXPRESS (NON DOCS),14.17,8.2,30,1,1
November,2017,11,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 64,DE-Acct Nr. 64,DE,DE,Domestic,12N,Express,DUISBURG,,12:00 EXPRESS (NON DOCS),144.87,81.5,169,19,18
November,2017,11,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 64,DE-Acct Nr. 64,DE,DE,Domestic,15D,Express,DUISBURG,,EXPRESS (DOCS),19.04,38.1,40,6,2
November,2017,11,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 64,DE-Acct Nr. 64,DE,DE,Domestic,15N,Express,DUISBURG,,EXPRESS (NON DOCS),2010.06,1707.769,5348,212,117
November,2017,11,123456,Example Industries Ltd.,,,FI,FI-Acct Nr. 22,FI-Acct Nr. 22,FI,DE,International,15N,Express,VANTAA,,EXPRESS (NON DOCS),77.01,8.12,11.8,1,1
November,2017,11,123456,Example Industries Ltd.,,,FI,FI-Acct Nr. 22,FI-Acct Nr. 22,FI,DE,International,412,Economy Express,VANTAA,,12:00 ECONOMY EXPRESS,213.16,28.4,59.5,4,2
November,2017,11,123456,Example Industries Ltd.,,,FI,FI-Acct Nr. 22,FI-Acct Nr. 22,FI,DE,International,48N,Economy Express,VANTAA,,ECONOMY EXPRESS (NON DOCS),571.04,474,571.25,2,2
November,2017,11,123456,Example Industries Ltd.,,,FI,FI-Acct Nr. 22,FI-Acct Nr. 22,FI,GB,International,15N,Express,VANTAA,,EXPRESS (NON DOCS),33.1,0.2,1.2,1,1
November,2017,11,123456,Example Industries Ltd.,,,FR,FR-Acct Nr. 23,FR-Acct Nr. 23,,,International,MAN,Express,,,,0,0,0,0,0
November,2017,11,123456,Example Industries Ltd.,,,FR,FR-Acct Nr. 23,FR-Acct Nr. 23,CH,FR,International,15N,Express,NEUILLY SUR SEINE,,EXPRESS (NON DOCS),488.67,107.6,126.2,6,2
November,2017,11,123456,Example Industries Ltd.,,,FR,FR-Acct Nr. 23,FR-Acct Nr. 23,FR,MF,International,48N,Economy Express,NEUILLY SUR SEINE,,ECONOMY EXPRESS (NON DOCS),106.45,3,5,1,1
November,2017,11,123456,Example Industries Ltd.,,,FR,FR-Acct Nr. 25,FR-Acct Nr. 25,FR,MQ,International,48N,Economy Express,NEUILLY-SUR-SEINE,,ECONOMY EXPRESS (NON DOCS),1018.51,24.8,81.8,4,3
November,2017,11,123456,Example Industries Ltd.,,,FR,FR-Acct Nr. 25,FR-Acct Nr. 25,,,International,MAN,Express,,,,0,0,0,0,0
November,2017,11,123456,Example Industries Ltd.,,,FR,FR-Acct Nr. 27,FR-Acct Nr. 27,FR,FR,Domestic,J10,Express,,,,1360.244,474.98,474.98,78,56
November,2017,11,123456,Example Industries Ltd.,,,FR,FR-Acct Nr. 27,FR-Acct Nr. 27,FR,FR,Domestic,J13,Express,,,,264.362,135.83,135.83,15,10
November,2017,11,123456,Example Industries Ltd.,,,FR,FR-Acct Nr. 27,FR-Acct Nr. 27,FR,FR,Domestic,J9,Express,,,,358.245,87.55,87.55,17,12
November,2017,11,123456,Example Industries Ltd.,,,FR,FR-Acct Nr. 28,FR-Acct Nr. 28,FR,FR,Domestic,J10,Express,,,,236.576,81.52,81.52,23,20
November,2017,11,123456,Example Industries Ltd.,,,FR,FR-Acct Nr. 28,FR-Acct Nr. 28,FR,FR,Domestic,J12,Express,,,,751.257,105.18,105.18,105,85
November,2017,11,123456,Example Industries Ltd.,,,FR,FR-Acct Nr. 28,FR-Acct Nr. 28,FR,FR,Domestic,J13,Express,,,,25769.02517,8754.334821,8754.334821,5155,3095
November,2017,11,123456,Example Industries Ltd.,,,FR,FR-Acct Nr. 28,FR-Acct Nr. 28,FR,FR,Domestic,J9,Express,,,,1003.908667,390.9333333,390.9333333,95,73
November,2017,11,123456,Example Industries Ltd.,,,FR,FR-Acct Nr. 29,FR-Acct Nr. 29,FR,FR,Domestic,J10,Express,,,,6416.249333,1947.41,1947.41,332,242
November,2017,11,123456,Example Industries Ltd.,,,FR,FR-Acct Nr. 29,FR-Acct Nr. 29,FR,FR,Domestic,J12,Express,,,,59.72,8.64,8.64,2,2
November,2017,11,123456,Example Industries Ltd.,,,FR,FR-Acct Nr. 29,FR-Acct Nr. 29,FR,FR,Domestic,J13,Express,,,,270.007,50.24,50.24,15,13
November,2017,11,123456,Example Industries Ltd.,,,FR,FR-Acct Nr. 29,FR-Acct Nr. 29,FR,FR,Domestic,J18,Express,,,,8.56,9.3,9.3,1,1
November,2017,11,123456,Example Industries Ltd.,,,FR,FR-Acct Nr. 30,FR-Acct Nr. 30,FR,FR,Domestic,J10,Express,,,,12046.306,12503.92667,12503.92667,930,278
November,2017,11,123456,Example Industries Ltd.,,,FR,FR-Acct Nr. 30,FR-Acct Nr. 30,FR,FR,Domestic,J12,Express,,,,295.53,223.12,223.12,31,21
November,2017,11,123456,Example Industries Ltd.,,,FR,FR-Acct Nr. 30,FR-Acct Nr. 30,FR,FR,Domestic,J13,Express,,,,19370.14775,17937.73075,17937.73075,2840,1486
November,2017,11,123456,Example Industries Ltd.,,,FR,FR-Acct Nr. 30,FR-Acct Nr. 30,FR,FR,Domestic,J9,Express,,,,2077.517,782.9533333,782.9533333,242,138
November,2017,11,123456,Example Industries Ltd.,,,FR,FR-Acct Nr. 31,FR-Acct Nr. 31,FR,FR,Domestic,J12,Express,,,,294.376,58.02,58.02,20,17
November,2017,11,123456,Example Industries Ltd.,,,FR,FR-Acct Nr. 31,FR-Acct Nr. 31,FR,FR,Domestic,J13,Express,,,,546.554,237.9,237.9,58,36
November,2017,11,123456,Example Industries Ltd.,,,FR,FR-Acct Nr. 31,FR-Acct Nr. 31,FR,FR,Domestic,J9,Express,,,,17.57,1,1,1,1
November,2017,11,123456,Example Industries Ltd.,,,GB,GB-Acct Nr. 84,GB-Acct Nr. 84,,,International,MAN,Express,,,,0,0,0,0,0
November,2017,11,123456,Example Industries Ltd.,,,GB,GB-Acct Nr. 32,GB-Acct Nr. 32,GB,BE,International,48N,Economy Express,Huntingdon,CAMBRIDGESHIRE,ECONOMY EXPRESS (NON DOCS),211.553115,132,345,1,1
November,2017,11,123456,Example Industries Ltd.,,,GB,GB-Acct Nr. 32,GB-Acct Nr. 32,GB,CH,International,48N,Economy Express,Huntingdon,CAMBRIDGESHIRE,ECONOMY EXPRESS (NON DOCS),2594.184222,1179.15,3045,8,8
November,2017,11,123456,Example Industries Ltd.,,,GB,GB-Acct Nr. 32,GB-Acct Nr. 32,GB,SE,International,48N,Economy Express,Huntingdon,CAMBRIDGESHIRE,ECONOMY EXPRESS (NON DOCS),201.344689,100,240,1,1
November,2017,11,123456,Example Industries Ltd.,,,GB,GB-Acct Nr. 32,GB-Acct Nr. 32,,,International,MAN,Express,,,,13.7863848,0,0,0,0
November,2017,11,123456,Example Industries Ltd.,,,IT,IT-Acct Nr. 34,IT-Acct Nr. 34,IT,IT,Domestic,AR,Express,RODANO,MI,EXPRESS SUD,6449.25643,3374.05,3525.4,453,376
November,2017,11,123456,Example Industries Ltd.,,,IT,IT-Acct Nr. 34,IT-Acct Nr. 34,IT,IT,Domestic,CT,,RODANO,MI,TNT CITY,963.51525,1447.4,1642.6,169,131
November,2017,11,123456,Example Industries Ltd.,,,IT,IT-Acct Nr. 34,IT-Acct Nr. 34,IT,IT,Domestic,EA,,RODANO,MI,ECONOMY EXPRESS,3073.15783,3057.65,3588.45,423,367
November,2017,11,123456,Example Industries Ltd.,,,IT,IT-Acct Nr. 34,IT-Acct Nr. 34,IT,IT,Domestic,PM,Express,RODANO,MI,EXPRESS NORD,41449.91558,60437.95,70307.6,7406,5367
November,2017,11,123456,Example Industries Ltd.,,,IT,IT-Acct Nr. 34,IT-Acct Nr. 34,IT,IT,Domestic,TD,Express,RODANO,MI,10:00 EXPRESS,6316.10365,4054,4180.2,506,446
November,2017,11,123456,Example Industries Ltd.,,,IT,IT-Acct Nr. 34,IT-Acct Nr. 34,IT,IT,Domestic,TT,Express,RODANO,MI,12:00 EXPRESS,2299.28158,2716.5,2912.05,262,197
November,2017,11,123456,Example Industries Ltd.,,,NL,NL-Acct Nr. 35,NL-Acct Nr. 35,NL,DE,International,48N,Economy Express,Hoofddorp,,ECONOMY EXPRESS (NON DOCS),69.11,30,30,2,1
November,2017,11,123456,Example Industries Ltd.,,,NL,NL-Acct Nr. 35,NL-Acct Nr. 35,NL,NL,Domestic,09,Express,Hoofddorp,,9:00 EXPRESS,765.32,456.915,1359,111,23
November,2017,11,123456,Example Industries Ltd.,,,NL,NL-Acct Nr. 35,NL-Acct Nr. 35,NL,NL,Domestic,10,Express,Hoofddorp,,10:00 EXPRESS,434.07,169.512,369.66,62,30
November,2017,11,123456,Example Industries Ltd.,,,NL,NL-Acct Nr. 35,NL-Acct Nr. 35,NL,NL,Domestic,12,Express,Hoofddorp,,12:00 EXPRESS,299.34,185.023,441.7,46,21
November,2017,11,123456,Example Industries Ltd.,,,PL,PL-Acct Nr. 36,PL-Acct Nr. 36,PL,AT,International,09N,Express,WARSZAWA,,9:00 EXPRESS (NON DOCS),196.27695,15,19.2,1,1
November,2017,11,123456,Example Industries Ltd.,,,PL,PL-Acct Nr. 36,PL-Acct Nr. 36,PL,AT,International,15N,Express,WARSZAWA,,EXPRESS (NON DOCS),6597.613745,623.65,945.2,44,41
November,2017,11,123456,Example Industries Ltd.,,,PL,PL-Acct Nr. 36,PL-Acct Nr. 36,PL,BE,International,15N,Express,WARSZAWA,,EXPRESS (NON DOCS),140.082155,15,19.2,1,1
November,2017,11,123456,Example Industries Ltd.,,,PL,PL-Acct Nr. 36,PL-Acct Nr. 36,PL,DE,International,15N,Express,WARSZAWA,,EXPRESS (NON DOCS),712.558177,75,98.4,5,5
November,2017,11,123456,Example Industries Ltd.,,,PL,PL-Acct Nr. 36,PL-Acct Nr. 36,PL,DE,International,48N,Economy Express,WARSZAWA,,ECONOMY EXPRESS (NON DOCS),141.948429,15,72,3,1
November,2017,11,123456,Example Industries Ltd.,,,PL,PL-Acct Nr. 36,PL-Acct Nr. 36,PL,PL,Domestic,09D,Express,WARSZAWA,,9:00 EXPRESS (DOCS),29.713174,1.6,1.6,5,5
November,2017,11,123456,Example Industries Ltd.,,,PL,PL-Acct Nr. 36,PL-Acct Nr. 36,PL,PL,Domestic,09N,Express,WARSZAWA,,9:00 EXPRESS (NON DOCS),2475.6641,4891.14,5837.515,298,136
November,2017,11,123456,Example Industries Ltd.,,,PL,PL-Acct Nr. 36,PL-Acct Nr. 36,PL,PL,Domestic,10D,Express,WARSZAWA,,10:00 EXPRESS (DOCS),92.302211,9.9,9.9,19,19
November,2017,11,123456,Example Industries Ltd.,,,PL,PL-Acct Nr. 36,PL-Acct Nr. 36,PL,PL,Domestic,10N,Express,WARSZAWA,,10:00 EXPRESS (NON DOCS),809.272704,1667.22,2075.897,101,42
November,2017,11,123456,Example Industries Ltd.,,,PL,PL-Acct Nr. 36,PL-Acct Nr. 36,PL,PL,Domestic,12D,Express,WARSZAWA,,12:00 EXPRESS (DOCS),221.191479,18.11,18.11,53,53
November,2017,11,123456,Example Industries Ltd.,,,PL,PL-Acct Nr. 36,PL-Acct Nr. 36,PL,PL,Domestic,12N,Express,WARSZAWA,,12:00 EXPRESS (NON DOCS),3001.154632,5936.56,7520.878,426,228
November,2017,11,123456,Example Industries Ltd.,,,PL,PL-Acct Nr. 36,PL-Acct Nr. 36,PL,PL,Domestic,15D,Express,WARSZAWA,,EXPRESS (DOCS),136.601275,13.36,13.36,32,32
November,2017,11,123456,Example Industries Ltd.,,,PL,PL-Acct Nr. 36,PL-Acct Nr. 36,PL,PL,Domestic,15N,Express,WARSZAWA,,EXPRESS (NON DOCS),3476.836505,7098.33,8497.578,486,369
November,2017,11,123456,Example Industries Ltd.,,,PL,PL-Acct Nr. 37,PL-Acct Nr. 37,PL,DE,International,48N,Economy Express,WARSZAWA,,ECONOMY EXPRESS (NON DOCS),349.092981,115.62,156,9,3
November,2017,11,123456,Example Industries Ltd.,,,PL,PL-Acct Nr. 37,PL-Acct Nr. 37,PL,PL,Domestic,09N,Express,WARSZAWA,,9:00 EXPRESS (NON DOCS),71.438409,49.5,55.858,10,8
November,2017,11,123456,Example Industries Ltd.,,,PL,PL-Acct Nr. 37,PL-Acct Nr. 37,PL,PL,Domestic,12D,Express,WARSZAWA,,12:00 EXPRESS (DOCS),42.691617,6.94,6.94,8,8
November,2017,11,123456,Example Industries Ltd.,,,PL,PL-Acct Nr. 37,PL-Acct Nr. 37,PL,PL,Domestic,12N,Express,WARSZAWA,,12:00 EXPRESS (NON DOCS),151.087802,112.85,493.103,10,6
November,2017,11,123456,Example Industries Ltd.,,,PL,PL-Acct Nr. 37,PL-Acct Nr. 37,PL,PL,Domestic,15D,Express,WARSZAWA,,EXPRESS (DOCS),90.737488,9.23,9.23,18,18
November,2017,11,123456,Example Industries Ltd.,,,PL,PL-Acct Nr. 37,PL-Acct Nr. 37,PL,PL,Domestic,15N,Express,WARSZAWA,,EXPRESS (NON DOCS),390.01112,630.49,761.995,63,50
November,2017,11,123456,Example Industries Ltd.,,,PL,PL-Acct Nr. 38,PL-Acct Nr. 38,PL,DE,International,15N,Express,WARSZAWA,,EXPRESS (NON DOCS),51.182449,2.3,4.2,1,1
November,2017,11,123456,Example Industries Ltd.,,,PL,PL-Acct Nr. 38,PL-Acct Nr. 38,PL,PL,Domestic,09D,Express,WARSZAWA,,9:00 EXPRESS (DOCS),20.089754,4.8,4.8,3,3
November,2017,11,123456,Example Industries Ltd.,,,PL,PL-Acct Nr. 38,PL-Acct Nr. 38,PL,PL,Domestic,09N,Express,WARSZAWA,,9:00 EXPRESS (NON DOCS),131.406121,139.21,192.51,20,11
November,2017,11,123456,Example Industries Ltd.,,,PL,PL-Acct Nr. 38,PL-Acct Nr. 38,PL,PL,Domestic,10N,Express,WARSZAWA,,10:00 EXPRESS (NON DOCS),28.219681,27.1,51.75,3,3
November,2017,11,123456,Example Industries Ltd.,,,PL,PL-Acct Nr. 38,PL-Acct Nr. 38,PL,PL,Domestic,12D,Express,WARSZAWA,,12:00 EXPRESS (DOCS),8.267642,0.4,0.4,2,2
November,2017,11,123456,Example Industries Ltd.,,,PL,PL-Acct Nr. 38,PL-Acct Nr. 38,PL,PL,Domestic,12N,Express,WARSZAWA,,12:00 EXPRESS (NON DOCS),27.212937,43.45,43.45,3,3
November,2017,11,123456,Example Industries Ltd.,,,PL,PL-Acct Nr. 38,PL-Acct Nr. 38,PL,PL,Domestic,15D,Express,WARSZAWA,,EXPRESS (DOCS),4.290531,0.45,0.45,1,1
November,2017,11,123456,Example Industries Ltd.,,,PL,PL-Acct Nr. 38,PL-Acct Nr. 38,PL,PL,Domestic,15N,Express,WARSZAWA,,EXPRESS (NON DOCS),127.226462,134.97,212.441,20,13
November,2017,11,123456,Example Industries Ltd.,,,PL,PL-Acct Nr. 39,PL-Acct Nr. 39,PL,PL,Domestic,09D,Express,WARSZAWA,,9:00 EXPRESS (DOCS),5.693798,0.2,0.2,1,1
November,2017,11,123456,Example Industries Ltd.,,,PL,PL-Acct Nr. 39,PL-Acct Nr. 39,PL,PL,Domestic,15D,Express,WARSZAWA,,EXPRESS (DOCS),45.683343,7.7,7.7,12,12
November,2017,11,123456,Example Industries Ltd.,,,PL,PL-Acct Nr. 39,PL-Acct Nr. 39,PL,PL,Domestic,15N,Express,WARSZAWA,,EXPRESS (NON DOCS),84.366988,205.2,223.613,5,3
November,2017,11,123456,Example Industries Ltd.,,,PL,PL-Acct Nr. 40,PL-Acct Nr. 40,GB,PL,International,48N,Economy Express,WARSZAWA,,ECONOMY EXPRESS (NON DOCS),91.402318,12,30,1,1
November,2017,11,123456,Example Industries Ltd.,,,PL,PL-Acct Nr. 40,PL-Acct Nr. 40,PL,GB,International,12D,Express,WARSZAWA,,12:00 EXPRESS (DOCS),77.21531,3,3,2,1
November,2017,11,123456,Example Industries Ltd.,,,PL,PL-Acct Nr. 40,PL-Acct Nr. 40,PL,HU,International,15D,Express,WARSZAWA,,EXPRESS (DOCS),29.544591,0.5,0.5,1,1
November,2017,11,123456,Example Industries Ltd.,,,PL,PL-Acct Nr. 40,PL-Acct Nr. 40,PL,IL,International,15N,Express,WARSZAWA,,EXPRESS (NON DOCS),763.833223,15,86.4,3,1
November,2017,11,123456,Example Industries Ltd.,,,PL,PL-Acct Nr. 40,PL-Acct Nr. 40,PL,PL,Domestic,10N,Express,WARSZAWA,,10:00 EXPRESS (NON DOCS),7.308387,3,12.692,1,1
November,2017,11,123456,Example Industries Ltd.,,,PL,PL-Acct Nr. 40,PL-Acct Nr. 40,PL,PL,Domestic,15D,Express,WARSZAWA,,EXPRESS (DOCS),29.224042,7.45,7.45,8,8
November,2017,11,123456,Example Industries Ltd.,,,PL,PL-Acct Nr. 40,PL-Acct Nr. 40,PL,PL,Domestic,15N,Express,WARSZAWA,,EXPRESS (NON DOCS),93.966663,210.3,303.329,12,5
November,2017,11,123456,Example Industries Ltd.,,,PL,PL-Acct Nr. 40,PL-Acct Nr. 40,PL,RO,International,15D,Express,WARSZAWA,,EXPRESS (DOCS),32.386741,0.5,0.5,1,1
November,2017,11,123456,Example Industries Ltd.,,,PL,PL-Acct Nr. 41,PL-Acct Nr. 41,PL,DE,International,15N,Express,WARSZAWA,,EXPRESS (NON DOCS),51.182449,3,4.2,1,1
November,2017,11,123456,Example Industries Ltd.,,,PL,PL-Acct Nr. 41,PL-Acct Nr. 41,PL,DE,International,48N,Economy Express,WARSZAWA,,ECONOMY EXPRESS (NON DOCS),209.39548,16,44.5,3,3
November,2017,11,123456,Example Industries Ltd.,,,PL,PL-Acct Nr. 41,PL-Acct Nr. 41,PL,PL,Domestic,09N,Express,WARSZAWA,,9:00 EXPRESS (NON DOCS),12.807484,5,8.684,2,2
November,2017,11,123456,Example Industries Ltd.,,,PL,PL-Acct Nr. 41,PL-Acct Nr. 41,PL,PL,Domestic,12N,Express,WARSZAWA,,12:00 EXPRESS (NON DOCS),15.276855,16,31.73,2,2
November,2017,11,123456,Example Industries Ltd.,,,PL,PL-Acct Nr. 41,PL-Acct Nr. 41,PL,PL,Domestic,15N,Express,WARSZAWA,,EXPRESS (NON DOCS),106.762275,134.6,202.553,20,20
November,2017,11,123456,Example Industries Ltd.,,,PL,PL-Acct Nr. 42,PL-Acct Nr. 42,PL,DE,International,15N,Express,WARSZAWA,,EXPRESS (NON DOCS),104.523222,5.35,5.35,2,2
November,2017,11,123456,Example Industries Ltd.,,,PL,PL-Acct Nr. 42,PL-Acct Nr. 42,PL,DE,International,48N,Economy Express,WARSZAWA,,ECONOMY EXPRESS (NON DOCS),91.402318,7.85,29.75,1,1
November,2017,11,123456,Example Industries Ltd.,,,PL,PL-Acct Nr. 42,PL-Acct Nr. 42,PL,PL,Domestic,15D,Express,WARSZAWA,,EXPRESS (DOCS),21.839676,3,3,6,6
November,2017,11,123456,Example Industries Ltd.,,,RU,RU-Acct Nr. 69,RU-Acct Nr. 69,CN,RU,International,15D,Express,MOSCOW,,EXPRESS (DOCS),92.26485,1.32,1.32,1,1
November,2017,11,123456,Example Industries Ltd.,,,RU,RU-Acct Nr. 69,RU-Acct Nr. 69,RU,CH,International,15D,Express,MOSCOW,,EXPRESS (DOCS),120.892351,0.6,0.6,2,2
November,2017,11,123456,Example Industries Ltd.,,,RU,RU-Acct Nr. 69,RU-Acct Nr. 69,RU,FR,International,15D,Express,MOSCOW,,EXPRESS (DOCS),46.244923,0.1,0.1,1,1
November,2017,11,123456,Example Industries Ltd.,,,RU,RU-Acct Nr. 69,RU-Acct Nr. 69,RU,GB,International,15D,Express,MOSCOW,,EXPRESS (DOCS),46.244923,0.25,0.25,1,1
November,2017,11,123456,Example Industries Ltd.,,,RU,RU-Acct Nr. 69,RU-Acct Nr. 69,RU,GB,International,15N,Express,MOSCOW,,EXPRESS (NON DOCS),56.316733,0.5,0.5,1,1
November,2017,11,123456,Example Industries Ltd.,,,RU,RU-Acct Nr. 69,RU-Acct Nr. 69,RU,RO,International,15D,Express,MOSCOW,,EXPRESS (DOCS),52.086572,0.25,0.25,1,1
November,2017,11,123456,Example Industries Ltd.,,,RU,RU-Acct Nr. 69,RU-Acct Nr. 69,RU,US,International,15D,Express,MOSCOW,,EXPRESS (DOCS),137.208682,0.55,0.55,2,2
November,2017,11,123456,Example Industries Ltd.,,,TR,TR-Acct Nr. 70,TR-Acct Nr. 70,CH,TR,International,48N,Economy Express,SARIYER,ISTANBUL,ECONOMY EXPRESS (NON DOCS),54.451001,2.33,2.331,1,1
November,2017,11,123456,Example Industries Ltd.,,,TR,TR-Acct Nr. 72,TR-Acct Nr. 72,JP,TR,International,15N,Express,SARIYER,ISTANBUL,EXPRESS (NON DOCS),89.459971,5.8,5.8,1,1
November,2017,11,123456,Example Industries Ltd.,,,TR,TR-Acct Nr. 72,TR-Acct Nr. 72,TR,DE,International,15N,Express,SARIYER,ISTANBUL,EXPRESS (NON DOCS),63.82,0.95,3.6,1,1
November,2017,11,123456,Example Industries Ltd.,,,TR,TR-Acct Nr. 72,TR-Acct Nr. 72,TR,GB,International,15D,Express,SARIYER,ISTANBUL,EXPRESS (DOCS),35.3,0.12,0.12,1,1
November,2017,11,123456,Example Industries Ltd.,,,TR,TR-Acct Nr. 72,TR-Acct Nr. 72,TR,US,International,15N,Express,SARIYER,ISTANBUL,EXPRESS (NON DOCS),142.72,2.95,5.2,2,2
November,2018,11,123456,Example Industries Ltd.,,,AE,AE-Acct Nr. 1,AE-Acct Nr. 1,AE,AE,International,15N,Express,DUBAI HEALTHCARE CITY,DUBAI,EXPRESS (NON DOCS),600.496292,0.23,0.23,23,23
November,2018,11,123456,Example Industries Ltd.,,,AE,AE-Acct Nr. 1,AE-Acct Nr. 1,AE,AE,International,48N,Economy Express,DUBAI HEALTHCARE CITY,DUBAI,ECONOMY EXPRESS (NON DOCS),50.12986,0.02,0.02,2,2
November,2018,11,123456,Example Industries Ltd.,,,AE,AE-Acct Nr. 1,AE-Acct Nr. 1,AE,LY,International,15N,Express,DUBAI HEALTHCARE CITY,DUBAI,EXPRESS (NON DOCS),2497.257181,70,189.4,3,3
November,2018,11,123456,Example Industries Ltd.,,,AE,AE-Acct Nr. 1,AE-Acct Nr. 1,AE,NP,International,15N,Express,DUBAI HEALTHCARE CITY,DUBAI,EXPRESS (NON DOCS),1724.599289,55.01,134.61,2,2
November,2018,11,123456,Example Industries Ltd.,,,AE,AE-Acct Nr. 1,AE-Acct Nr. 1,AE,SA,International,15N,Express,DUBAI HEALTHCARE CITY,DUBAI,EXPRESS (NON DOCS),61.967669,4.66,7,1,1
November,2018,11,123456,Example Industries Ltd.,,,AE,AE-Acct Nr. 1,AE-Acct Nr. 1,AE,TN,International,12N,Express,DUBAI HEALTHCARE CITY,DUBAI,12:00 EXPRESS (NON DOCS),156.027996,1,4.8,1,1
November,2018,11,123456,Example Industries Ltd.,,,AE,AE-Acct Nr. 1,AE-Acct Nr. 1,AE,TN,International,15N,Express,DUBAI HEALTHCARE CITY,DUBAI,EXPRESS (NON DOCS),559.636241,5.91,24.81,4,4
November,2018,11,123456,Example Industries Ltd.,,,AE,AE-Acct Nr. 1,AE-Acct Nr. 1,CH,AE,International,15N,Express,DUBAI HEALTHCARE CITY,DUBAI,EXPRESS (NON DOCS),161.134081,3.85,11.8,1,1
November,2018,11,123456,Example Industries Ltd.,,,AE,AE-Acct Nr. 1,AE-Acct Nr. 1,NL,AE,International,12N,Express,DUBAI HEALTHCARE CITY,DUBAI,12:00 EXPRESS (NON DOCS),225.496047,6,16.8,1,1
November,2018,11,123456,Example Industries Ltd.,,,AE,AE-Acct Nr. 1,AE-Acct Nr. 1,NL,AE,International,15N,Express,DUBAI HEALTHCARE CITY,DUBAI,EXPRESS (NON DOCS),2747.932739,72.4,264,2,2
